Date,Change.C,C_1,O_1,H_1,L_1,V_1,C_2,O_2,H_2,L_2,V_2,C_3,O_3,H_3,L_3,V_3,C_4,O_4,H_4,L_4,V_4,C_5,O_5,H_5,L_5,V_5
6/2/2019,-2.55,-0.49,0.26,-0.84,-0.33,-6.97,0.26,-2.75,-1.81,0.55,0.2,-2.76,3.44,0.08,0.07,18.44,3.46,0.23,2.41,1.8,-15.06,0.25,-1.63,-1.83,-1.37,-2.54
5/2/2019,-0.49,0.26,-2.75,-1.81,0.55,0.2,-2.76,3.44,0.08,0.07,18.44,3.46,0.23,2.41,1.8,-15.06,0.25,-1.63,-1.83,-1.37,-2.54,-1.67,3.58,0.81,1.96,-14.12
4/2/2019,0.26,-2.76,3.44,0.08,0.07,18.44,3.46,0.23,2.41,1.8,-15.06,0.25,-1.63,-1.83,-1.37,-2.54,-1.67,3.58,0.81,1.96,-14.12,3.56,-1,2.19,0.9,9.98
3/2/2019,-2.76,3.46,0.23,2.41,1.8,-15.06,0.25,-1.63,-1.83,-1.37,-2.54,-1.67,3.58,0.81,1.96,-14.12,3.56,-1,2.19,0.9,9.98,-0.97,-5.94,-5.14,1.27,-27.38
2/2/2019,3.46,0.25,-1.63,-1.83,-1.37,-2.54,-1.67,3.58,0.81,1.96,-14.12,3.56,-1,2.19,0.9,9.98,-0.97,-5.94,-5.14,1.27,-27.38,-5.94,-2.87,-2.67,-9.31,60.22
1/2/2019,0.25,-1.67,3.58,0.81,1.96,-14.12,3.56,-1,2.19,0.9,9.98,-0.97,-5.94,-5.14,1.27,-27.38,-5.94,-2.87,-2.67,-9.31,60.22,-2.87,0.29,-1.18,-2.9,33.62
31/1/2019,-1.67,3.56,-1,2.19,0.9,9.98,-0.97,-5.94,-5.14,1.27,-27.38,-5.94,-2.87,-2.67,-9.31,60.22,-2.87,0.29,-1.18,-2.9,33.62,0.29,-1.03,0.19,0.3,-26.74
30/1/2019,3.56,-0.97,-5.94,-5.14,1.27,-27.38,-5.94,-2.87,-2.67,-9.31,60.22,-2.87,0.29,-1.18,-2.9,33.62,0.29,-1.03,0.19,0.3,-26.74,-1.04,-0.12,0.08,0.09,8.45
29/1/2019,-0.97,-5.94,-2.87,-2.67,-9.31,60.22,-2.87,0.29,-1.18,-2.9,33.62,0.29,-1.03,0.19,0.3,-26.74,-1.04,-0.12,0.08,0.09,8.45,-0.11,-1.18,-1.42,-0.51,0.69
28/1/2019,-5.94,-2.87,0.29,-1.18,-2.9,33.62,0.29,-1.03,0.19,0.3,-26.74,-1.04,-0.12,0.08,0.09,8.45,-0.11,-1.18,-1.42,-0.51,0.69,-1.18,1.88,-0.39,2.81,-14.87
27/1/2019,-2.87,0.29,-1.03,0.19,0.3,-26.74,-1.04,-0.12,0.08,0.09,8.45,-0.11,-1.18,-1.42,-0.51,0.69,-1.18,1.88,-0.39,2.81,-14.87,1.88,-1.25,1.21,-1.57,6.46
26/1/2019,0.29,-1.04,-0.12,0.08,0.09,8.45,-0.11,-1.18,-1.42,-0.51,0.69,-1.18,1.88,-0.39,2.81,-14.87,1.88,-1.25,1.21,-1.57,6.46,-1.25,-4.46,-4.44,-1.81,22.14
25/1/2019,-1.04,-0.11,-1.18,-1.42,-0.51,0.69,-1.18,1.88,-0.39,2.81,-14.87,1.88,-1.25,1.21,-1.57,6.46,-1.25,-4.46,-4.44,-1.81,22.14,-4.47,3.07,-1.48,-2.59,16.96
24/1/2019,-0.11,-1.18,1.88,-0.39,2.81,-14.87,1.88,-1.25,1.21,-1.57,6.46,-1.25,-4.46,-4.44,-1.81,22.14,-4.47,3.07,-1.48,-2.59,16.96,3.08,-2.2,2.6,0.9,29.73
23/1/2019,-1.18,1.88,-1.25,1.21,-1.57,6.46,-1.25,-4.46,-4.44,-1.81,22.14,-4.47,3.07,-1.48,-2.59,16.96,3.08,-2.2,2.6,0.9,29.73,-2.2,0.25,-0.68,0.65,-28.25
22/1/2019,1.88,-1.25,-4.46,-4.44,-1.81,22.14,-4.47,3.07,-1.48,-2.59,16.96,3.08,-2.2,2.6,0.9,29.73,-2.2,0.25,-0.68,0.65,-28.25,0.25,1.77,-2.74,-1.34,-5.74
21/1/2019,-1.25,-4.47,3.07,-1.48,-2.59,16.96,3.08,-2.2,2.6,0.9,29.73,-2.2,0.25,-0.68,0.65,-28.25,0.25,1.77,-2.74,-1.34,-5.74,1.76,-6.24,-2.39,1.88,-11.14
20/1/2019,-4.47,3.08,-2.2,2.6,0.9,29.73,-2.2,0.25,-0.68,0.65,-28.25,0.25,1.77,-2.74,-1.34,-5.74,1.76,-6.24,-2.39,1.88,-11.14,-6.2,11.25,-0.54,1.99,11.66
19/1/2019,3.08,-2.2,0.25,-0.68,0.65,-28.25,0.25,1.77,-2.74,-1.34,-5.74,1.76,-6.24,-2.39,1.88,-11.14,-6.2,11.25,-0.54,1.99,11.66,11.24,-7.35,5,1.62,29.53
18/1/2019,-2.2,0.25,1.77,-2.74,-1.34,-5.74,1.76,-6.24,-2.39,1.88,-11.14,-6.2,11.25,-0.54,1.99,11.66,11.24,-7.35,5,1.62,29.53,-7.36,-1.12,-1.63,-8.1,34.84
17/1/2019,0.25,1.76,-6.24,-2.39,1.88,-11.14,-6.2,11.25,-0.54,1.99,11.66,11.24,-7.35,5,1.62,29.53,-7.36,-1.12,-1.63,-8.1,34.84,-1.12,-0.37,-1.31,1.2,-41.38
16/1/2019,1.76,-6.2,11.25,-0.54,1.99,11.66,11.24,-7.35,5,1.62,29.53,-7.36,-1.12,-1.63,-8.1,34.84,-1.12,-0.37,-1.31,1.2,-41.38,-0.38,-15.57,-14.83,-0.57,-41.82
15/1/2019,-6.2,11.24,-7.35,5,1.62,29.53,-7.36,-1.12,-1.63,-8.1,34.84,-1.12,-0.37,-1.31,1.2,-41.38,-0.38,-15.57,-14.83,-0.57,-41.82,-15.57,0.25,-1.63,-17.55,176.92
14/1/2019,11.24,-7.36,-1.12,-1.63,-8.1,34.84,-1.12,-0.37,-1.31,1.2,-41.38,-0.38,-15.57,-14.83,-0.57,-41.82,-15.57,0.25,-1.63,-17.55,176.92,0.26,-1.03,0.24,1.13,-23.03
13/1/2019,-7.36,-1.12,-0.37,-1.31,1.2,-41.38,-0.38,-15.57,-14.83,-0.57,-41.82,-15.57,0.25,-1.63,-17.55,176.92,0.26,-1.03,0.24,1.13,-23.03,-1.03,-3.23,-2.65,-1.47,5.56
12/1/2019,-1.12,-0.38,-15.57,-14.83,-0.57,-41.82,-15.57,0.25,-1.63,-17.55,176.92,0.26,-1.03,0.24,1.13,-23.03,-1.03,-3.23,-2.65,-1.47,5.56,-3.23,0.96,-1.22,-0.11,-31.91
11/1/2019,-0.38,-15.57,0.25,-1.63,-17.55,176.92,0.26,-1.03,0.24,1.13,-23.03,-1.03,-3.23,-2.65,-1.47,5.56,-3.23,0.96,-1.22,-0.11,-31.91,0.96,0.4,-0.93,-2.75,-12.78
10/1/2019,-15.57,0.26,-1.03,0.24,1.13,-23.03,-1.03,-3.23,-2.65,-1.47,5.56,-3.23,0.96,-1.22,-0.11,-31.91,0.96,0.4,-0.93,-2.75,-12.78,0.41,4.04,2.82,5.2,-1.42
9/1/2019,0.26,-1.03,-3.23,-2.65,-1.47,5.56,-3.23,0.96,-1.22,-0.11,-31.91,0.96,0.4,-0.93,-2.75,-12.78,0.41,4.04,2.82,5.2,-1.42,4.03,-3.94,0.71,0.62,22.39
8/1/2019,-1.03,-3.23,0.96,-1.22,-0.11,-31.91,0.96,0.4,-0.93,-2.75,-12.78,0.41,4.04,2.82,5.2,-1.42,4.03,-3.94,0.71,0.62,22.39,-3.93,9.59,-1.05,4.07,-27.04
7/1/2019,-3.23,0.96,0.4,-0.93,-2.75,-12.78,0.41,4.04,2.82,5.2,-1.42,4.03,-3.94,0.71,0.62,22.39,-3.93,9.59,-1.05,4.07,-27.04,9.56,5.82,10.97,6.18,80.66
6/1/2019,0.96,0.41,4.04,2.82,5.2,-1.42,4.03,-3.94,0.71,0.62,22.39,-3.93,9.59,-1.05,4.07,-27.04,9.56,5.82,10.97,6.18,80.66,5.85,-4.73,1.29,0.82,-5.57
5/1/2019,0.41,4.03,-3.94,0.71,0.62,22.39,-3.93,9.59,-1.05,4.07,-27.04,9.56,5.82,10.97,6.18,80.66,5.85,-4.73,1.29,0.82,-5.57,-4.73,3.6,-0.74,0.08,-25.75
4/1/2019,4.03,-3.93,9.59,-1.05,4.07,-27.04,9.56,5.82,10.97,6.18,80.66,5.85,-4.73,1.29,0.82,-5.57,-4.73,3.6,-0.74,0.08,-25.75,3.58,-2.16,-4.29,-0.92,-26.52
3/1/2019,-3.93,9.56,5.82,10.97,6.18,80.66,5.85,-4.73,1.29,0.82,-5.57,-4.73,3.6,-0.74,0.08,-25.75,3.58,-2.16,-4.29,-0.92,-26.52,-2.15,19.22,6.41,15.53,-0.34
2/1/2019,9.56,5.85,-4.73,1.29,0.82,-5.57,-4.73,3.6,-0.74,0.08,-25.75,3.58,-2.16,-4.29,-0.92,-26.52,-2.15,19.22,6.41,15.53,-0.34,19.25,-11.91,4.34,0.49,22.98
1/1/2019,5.85,-4.73,3.6,-0.74,0.08,-25.75,3.58,-2.16,-4.29,-0.92,-26.52,-2.15,19.22,6.41,15.53,-0.34,19.25,-11.91,4.34,0.49,22.98,-11.92,1.3,-3.39,-8.75,-5.48
31/12/2018,-4.73,3.58,-2.16,-4.29,-0.92,-26.52,-2.15,19.22,6.41,15.53,-0.34,19.25,-11.91,4.34,0.49,22.98,-11.92,1.3,-3.39,-8.75,-5.48,1.3,-7.67,-2.58,1.02,-27.41
30/12/2018,3.58,-2.15,19.22,6.41,15.53,-0.34,19.25,-11.91,4.34,0.49,22.98,-11.92,1.3,-3.39,-8.75,-5.48,1.3,-7.67,-2.58,1.02,-27.41,-7.79,7.3,-11.71,-5.67,-25.03
29/12/2018,-2.15,19.25,-11.91,4.34,0.49,22.98,-11.92,1.3,-3.39,-8.75,-5.48,1.3,-7.67,-2.58,1.02,-27.41,-7.79,7.3,-11.71,-5.67,-25.03,7.43,11.87,19.49,11.82,40.99
28/12/2018,19.25,-11.92,1.3,-3.39,-8.75,-5.48,1.3,-7.67,-2.58,1.02,-27.41,-7.79,7.3,-11.71,-5.67,-25.03,7.43,11.87,19.49,11.82,40.99,11.88,7.09,14.32,9.27,101.82
27/12/2018,-11.92,1.3,-7.67,-2.58,1.02,-27.41,-7.79,7.3,-11.71,-5.67,-25.03,7.43,11.87,19.49,11.82,40.99,11.88,7.09,14.32,9.27,101.82,7.08,-5.6,-2.36,0.36,-36.29
26/12/2018,1.3,-7.79,7.3,-11.71,-5.67,-25.03,7.43,11.87,19.49,11.82,40.99,11.88,7.09,14.32,9.27,101.82,7.08,-5.6,-2.36,0.36,-36.29,-5.61,15.34,1.99,7.06,-18.3
25/12/2018,-7.79,7.43,11.87,19.49,11.82,40.99,11.88,7.09,14.32,9.27,101.82,7.08,-5.6,-2.36,0.36,-36.29,-5.61,15.34,1.99,7.06,-18.3,15.34,-1.31,7.84,0.06,13.62
24/12/2018,7.43,11.88,7.09,14.32,9.27,101.82,7.08,-5.6,-2.36,0.36,-36.29,-5.61,15.34,1.99,7.06,-18.3,15.34,-1.31,7.84,0.06,13.62,-1.28,6.69,6.47,7.19,19.74
23/12/2018,11.88,7.08,-5.6,-2.36,0.36,-36.29,-5.61,15.34,1.99,7.06,-18.3,15.34,-1.31,7.84,0.06,13.62,-1.28,6.69,6.47,7.19,19.74,6.67,11.39,4.47,8.69,-13.22
22/12/2018,7.08,-5.61,15.34,1.99,7.06,-18.3,15.34,-1.31,7.84,0.06,13.62,-1.28,6.69,6.47,7.19,19.74,6.67,11.39,4.47,8.69,-13.22,11.39,0.98,10.69,0.86,48.75
21/12/2018,-5.61,15.34,-1.31,7.84,0.06,13.62,-1.28,6.69,6.47,7.19,19.74,6.67,11.39,4.47,8.69,-13.22,11.39,0.98,10.69,0.86,48.75,0.98,0.11,3,2.34,18.75
20/12/2018,15.34,-1.28,6.69,6.47,7.19,19.74,6.67,11.39,4.47,8.69,-13.22,11.39,0.98,10.69,0.86,48.75,0.98,0.11,3,2.34,18.75,0.11,-2.9,-2.22,-0.38,-20.83
19/12/2018,-1.28,6.67,11.39,4.47,8.69,-13.22,11.39,0.98,10.69,0.86,48.75,0.98,0.11,3,2.34,18.75,0.11,-2.9,-2.22,-0.38,-20.83,-2.9,-3.69,-4.1,-3.01,-2.54
18/12/2018,6.67,11.39,0.98,10.69,0.86,48.75,0.98,0.11,3,2.34,18.75,0.11,-2.9,-2.22,-0.38,-20.83,-2.9,-3.69,-4.1,-3.01,-2.54,-3.69,2.17,-0.67,-2.71,13.87
17/12/2018,11.39,0.98,0.11,3,2.34,18.75,0.11,-2.9,-2.22,-0.38,-20.83,-2.9,-3.69,-4.1,-3.01,-2.54,-3.69,2.17,-0.67,-2.71,13.87,1.47,-2.73,-0.66,1.09,-21
16/12/2018,0.98,0.11,-2.9,-2.22,-0.38,-20.83,-2.9,-3.69,-4.1,-3.01,-2.54,-3.69,2.17,-0.67,-2.71,13.87,1.47,-2.73,-0.66,1.09,-21,-2.05,-3.67,-3.53,-2.74,5.54
15/12/2018,0.11,-2.9,-3.69,-4.1,-3.01,-2.54,-3.69,2.17,-0.67,-2.71,13.87,1.47,-2.73,-0.66,1.09,-21,-2.05,-3.67,-3.53,-2.74,5.54,-3.69,3.38,-3.5,-0.16,-14.96
14/12/2018,-2.9,-3.69,2.17,-0.67,-2.71,13.87,1.47,-2.73,-0.66,1.09,-21,-2.05,-3.67,-3.53,-2.74,5.54,-3.69,3.38,-3.5,-0.16,-14.96,3.37,-2.92,0.8,4.8,-14.08
13/12/2018,-3.69,1.47,-2.73,-0.66,1.09,-21,-2.05,-3.67,-3.53,-2.74,5.54,-3.69,3.38,-3.5,-0.16,-14.96,3.37,-2.92,0.8,4.8,-14.08,-2.89,2.67,1.02,9.14,-26.52
12/12/2018,1.47,-2.05,-3.67,-3.53,-2.74,5.54,-3.69,3.38,-3.5,-0.16,-14.96,3.37,-2.92,0.8,4.8,-14.08,-2.89,2.67,1.02,9.14,-26.52,2.65,-11.24,-7.12,-14.27,52.77
11/12/2018,-2.05,-3.69,3.38,-3.5,-0.16,-14.96,3.37,-2.92,0.8,4.8,-14.08,-2.89,2.67,1.02,9.14,-26.52,2.65,-11.24,-7.12,-14.27,52.77,-11.21,-7.06,-5.67,-11.41,66.45
10/12/2018,-3.69,3.37,-2.92,0.8,4.8,-14.08,-2.89,2.67,1.02,9.14,-26.52,2.65,-11.24,-7.12,-14.27,52.77,-11.21,-7.06,-5.67,-11.41,66.45,-7.05,1.36,-2.17,-3.67,22.58
9/12/2018,3.37,-2.89,2.67,1.02,9.14,-26.52,2.65,-11.24,-7.12,-14.27,52.77,-11.21,-7.06,-5.67,-11.41,66.45,-7.05,1.36,-2.17,-3.67,22.58,1.32,-6.65,-10.95,-0.62,-6.77
8/12/2018,-2.89,2.65,-11.24,-7.12,-14.27,52.77,-11.21,-7.06,-5.67,-11.41,66.45,-7.05,1.36,-2.17,-3.67,22.58,1.32,-6.65,-10.95,-0.62,-6.77,-6.66,-1.55,5.28,-8,26.67
7/12/2018,2.65,-11.21,-7.06,-5.67,-11.41,66.45,-7.05,1.36,-2.17,-3.67,22.58,1.32,-6.65,-10.95,-0.62,-6.77,-6.66,-1.55,5.28,-8,26.67,-1.54,3.93,0.22,4,-26.83
6/12/2018,-11.21,-7.05,1.36,-2.17,-3.67,22.58,1.32,-6.65,-10.95,-0.62,-6.77,-6.66,-1.55,5.28,-8,26.67,-1.54,3.93,0.22,4,-26.83,3.92,-3.48,0.54,-0.1,-32.79
5/12/2018,-7.05,1.32,-6.65,-10.95,-0.62,-6.77,-6.66,-1.55,5.28,-8,26.67,-1.54,3.93,0.22,4,-26.83,3.92,-3.48,0.54,-0.1,-32.79,-3.46,-3.98,-3.21,-2.68,6.75
4/12/2018,1.32,-6.66,-1.55,5.28,-8,26.67,-1.54,3.93,0.22,4,-26.83,3.92,-3.48,0.54,-0.1,-32.79,-3.46,-3.98,-3.21,-2.68,6.75,-3.98,10.4,-2.24,3.26,-26.06
3/12/2018,-6.66,-1.54,3.93,0.22,4,-26.83,3.92,-3.48,0.54,-0.1,-32.79,-3.46,-3.98,-3.21,-2.68,6.75,-3.98,10.4,-2.24,3.26,-26.06,10.4,1.01,11.38,8.12,-0.18
2/12/2018,-1.54,3.92,-3.48,0.54,-0.1,-32.79,-3.46,-3.98,-3.21,-2.68,6.75,-3.98,10.4,-2.24,3.26,-26.06,10.4,1.01,11.38,8.12,-0.18,1,-6.74,-5.71,-3.38,6.48
1/12/2018,3.92,-3.46,-3.98,-3.21,-2.68,6.75,-3.98,10.4,-2.24,3.26,-26.06,10.4,1.01,11.38,8.12,-0.18,1,-6.74,-5.71,-3.38,6.48,-6.74,3.16,-0.45,3.54,-24.48
30/11/2018,-3.46,-3.98,10.4,-2.24,3.26,-26.06,10.4,1.01,11.38,8.12,-0.18,1,-6.74,-5.71,-3.38,6.48,-6.74,3.16,-0.45,3.54,-24.48,3.15,-8.19,-6.37,-8.04,76.9
29/11/2018,-3.98,10.4,1.01,11.38,8.12,-0.18,1,-6.74,-5.71,-3.38,6.48,-6.74,3.16,-0.45,3.54,-24.48,3.15,-8.19,-6.37,-8.04,76.9,-8.19,-1.22,0.98,-6.65,-14.77
28/11/2018,10.4,1,-6.74,-5.71,-3.38,6.48,-6.74,3.16,-0.45,3.54,-24.48,3.15,-8.19,-6.37,-8.04,76.9,-8.19,-1.22,0.98,-6.65,-14.77,-1.17,-8.41,-8.34,-4.9,53.08
27/11/2018,1,-6.74,3.16,-0.45,3.54,-24.48,3.15,-8.19,-6.37,-8.04,76.9,-8.19,-1.22,0.98,-6.65,-14.77,-1.17,-8.41,-8.34,-4.9,53.08,-8.42,3.65,-0.8,-0.72,-42.97
26/11/2018,-6.74,3.15,-8.19,-6.37,-8.04,76.9,-8.19,-1.22,0.98,-6.65,-14.77,-1.17,-8.41,-8.34,-4.9,53.08,-8.42,3.65,-0.8,-0.72,-42.97,3.61,-11.56,-8.26,-0.36,-33.42
25/11/2018,3.15,-8.19,-1.22,0.98,-6.65,-14.77,-1.17,-8.41,-8.34,-4.9,53.08,-8.42,3.65,-0.8,-0.72,-42.97,3.61,-11.56,-8.26,-0.36,-33.42,-11.46,-15.94,-14.18,-13.32,47.04
24/11/2018,-8.19,-1.17,-8.41,-8.34,-4.9,53.08,-8.42,3.65,-0.8,-0.72,-42.97,3.61,-11.56,-8.26,-0.36,-33.42,-11.46,-15.94,-14.18,-13.32,47.04,-15.97,1.26,-1.72,-16.59,228.93
23/11/2018,-1.17,-8.42,3.65,-0.8,-0.72,-42.97,3.61,-11.56,-8.26,-0.36,-33.42,-11.46,-15.94,-14.18,-13.32,47.04,-15.97,1.26,-1.72,-16.59,228.93,1.2,-0.26,2.33,0.64,-96.4
22/11/2018,-8.42,3.61,-11.56,-8.26,-0.36,-33.42,-11.46,-15.94,-14.18,-13.32,47.04,-15.97,1.26,-1.72,-16.59,228.93,1.2,-0.26,2.33,0.64,-96.4,-0.27,-3.86,-3.76,-0.2,1.84
21/11/2018,3.61,-11.46,-15.94,-14.18,-13.32,47.04,-15.97,1.26,-1.72,-16.59,228.93,1.2,-0.26,2.33,0.64,-96.4,-0.27,-3.86,-3.76,-0.2,1.84,-3.85,-1.82,-2.59,1.92,-37.58
20/11/2018,-11.46,-15.97,1.26,-1.72,-16.59,228.93,1.2,-0.26,2.33,0.64,-96.4,-0.27,-3.86,-3.76,-0.2,1.84,-3.85,-1.82,-2.59,1.92,-37.58,-1.79,-10.9,-9.88,-3.02,52.03
19/11/2018,-15.97,1.2,-0.26,2.33,0.64,-96.4,-0.27,-3.86,-3.76,-0.2,1.84,-3.85,-1.82,-2.59,1.92,-37.58,-1.79,-10.9,-9.88,-3.02,52.03,-10.92,-1.1,-1.54,-15.31,64.64
18/11/2018,1.2,-0.27,-3.86,-3.76,-0.2,1.84,-3.85,-1.82,-2.59,1.92,-37.58,-1.79,-10.9,-9.88,-3.02,52.03,-10.92,-1.1,-1.54,-15.31,64.64,-1.1,-0.15,-0.5,-1.01,55.92
17/11/2018,-0.27,-3.85,-1.82,-2.59,1.92,-37.58,-1.79,-10.9,-9.88,-3.02,52.03,-10.92,-1.1,-1.54,-15.31,64.64,-1.1,-0.15,-0.5,-1.01,55.92,-0.18,-0.04,0.34,0.97,-63.4
16/11/2018,-3.85,-1.79,-10.9,-9.88,-3.02,52.03,-10.92,-1.1,-1.54,-15.31,64.64,-1.1,-0.15,-0.5,-1.01,55.92,-0.18,-0.04,0.34,0.97,-63.4,-0.01,0.85,-0.58,-0.52,366.09
15/11/2018,-1.79,-10.92,-1.1,-1.54,-15.31,64.64,-1.1,-0.15,-0.5,-1.01,55.92,-0.18,-0.04,0.34,0.97,-63.4,-0.01,0.85,-0.58,-0.52,366.09,0.86,-0.7,0.1,0.66,200.86
14/11/2018,-10.92,-1.1,-0.15,-0.5,-1.01,55.92,-0.18,-0.04,0.34,0.97,-63.4,-0.01,0.85,-0.58,-0.52,366.09,0.86,-0.7,0.1,0.66,200.86,-0.7,-2.71,-2.39,-1.67,-85.27
13/11/2018,-1.1,-0.18,-0.04,0.34,0.97,-63.4,-0.01,0.85,-0.58,-0.52,366.09,0.86,-0.7,0.1,0.66,200.86,-0.7,-2.71,-2.39,-1.67,-85.27,-2.71,-0.64,-1.83,-2.01,47.62
12/11/2018,-0.18,-0.01,0.85,-0.58,-0.52,366.09,0.86,-0.7,0.1,0.66,200.86,-0.7,-2.71,-2.39,-1.67,-85.27,-2.71,-0.64,-1.83,-2.01,47.62,-0.64,4.53,1.5,3.83,-52.88
11/11/2018,-0.01,0.86,-0.7,0.1,0.66,200.86,-0.7,-2.71,-2.39,-1.67,-85.27,-2.71,-0.64,-1.83,-2.01,47.62,-0.64,4.53,1.5,3.83,-52.88,4.53,-0.56,4.19,0.64,-56.28
10/11/2018,0.86,-0.7,-2.71,-2.39,-1.67,-85.27,-2.71,-0.64,-1.83,-2.01,47.62,-0.64,4.53,1.5,3.83,-52.88,4.53,-0.56,4.19,0.64,-56.28,-0.56,5.79,-2.72,4.23,42.93
9/11/2018,-0.7,-2.71,-0.64,-1.83,-2.01,47.62,-0.64,4.53,1.5,3.83,-52.88,4.53,-0.56,4.19,0.64,-56.28,-0.56,5.79,-2.72,4.23,42.93,5.81,-1.18,7.48,-0.13,528.77
8/11/2018,-2.71,-0.64,4.53,1.5,3.83,-52.88,4.53,-0.56,4.19,0.64,-56.28,-0.56,5.79,-2.72,4.23,42.93,5.81,-1.18,7.48,-0.13,528.77,-1.2,2.27,-0.29,0.76,18.73
7/11/2018,-0.64,4.53,-0.56,4.19,0.64,-56.28,-0.56,5.79,-2.72,4.23,42.93,5.81,-1.18,7.48,-0.13,528.77,-1.2,2.27,-0.29,0.76,18.73,2.27,-0.21,1.98,0.15,-42.15
6/11/2018,4.53,-0.56,5.79,-2.72,4.23,42.93,5.81,-1.18,7.48,-0.13,528.77,-1.2,2.27,-0.29,0.76,18.73,2.27,-0.21,1.98,0.15,-42.15,-0.21,0.67,-1.04,2.51,-36.26
5/11/2018,-0.56,5.81,-1.18,7.48,-0.13,528.77,-1.2,2.27,-0.29,0.76,18.73,2.27,-0.21,1.98,0.15,-42.15,-0.21,0.67,-1.04,2.51,-36.26,0.61,0.22,1.47,-1.17,-12.14
4/11/2018,5.81,-1.2,2.27,-0.29,0.76,18.73,2.27,-0.21,1.98,0.15,-42.15,-0.21,0.67,-1.04,2.51,-36.26,0.61,0.22,1.47,-1.17,-12.14,0.17,-3.91,-3.32,0.13,26.18
3/11/2018,-1.2,2.27,-0.21,1.98,0.15,-42.15,-0.21,0.67,-1.04,2.51,-36.26,0.61,0.22,1.47,-1.17,-12.14,0.17,-3.91,-3.32,0.13,26.18,-3.87,0.23,0.13,-3.95,94.95
2/11/2018,2.27,-0.21,0.67,-1.04,2.51,-36.26,0.61,0.22,1.47,-1.17,-12.14,0.17,-3.91,-3.32,0.13,26.18,-3.87,0.23,0.13,-3.95,94.95,0.31,-0.21,-0.34,0,-6.66
1/11/2018,-0.21,0.61,0.22,1.47,-1.17,-12.14,0.17,-3.91,-3.32,0.13,26.18,-3.87,0.23,0.13,-3.95,94.95,0.31,-0.21,-0.34,0,-6.66,-0.11,0.34,-1.3,-0.06,-30.24
31/10/2018,0.61,0.17,-3.91,-3.32,0.13,26.18,-3.87,0.23,0.13,-3.95,94.95,0.31,-0.21,-0.34,0,-6.66,-0.11,0.34,-1.3,-0.06,-30.24,0.23,-0.51,1.37,0.1,-10.78
30/10/2018,0.17,-3.87,0.23,0.13,-3.95,94.95,0.31,-0.21,-0.34,0,-6.66,-0.11,0.34,-1.3,-0.06,-30.24,0.23,-0.51,1.37,0.1,-10.78,-0.49,-0.27,-0.84,-0.98,-13.75
29/10/2018,-3.87,0.31,-0.21,-0.34,0,-6.66,-0.11,0.34,-1.3,-0.06,-30.24,0.23,-0.51,1.37,0.1,-10.78,-0.49,-0.27,-0.84,-0.98,-13.75,-0.27,-0.65,-0.04,0.99,-7.76
28/10/2018,0.31,-0.11,0.34,-1.3,-0.06,-30.24,0.23,-0.51,1.37,0.1,-10.78,-0.49,-0.27,-0.84,-0.98,-13.75,-0.27,-0.65,-0.04,0.99,-7.76,-0.53,-0.17,-0.69,-1.22,-27.35
27/10/2018,-0.11,0.23,-0.51,1.37,0.1,-10.78,-0.49,-0.27,-0.84,-0.98,-13.75,-0.27,-0.65,-0.04,0.99,-7.76,-0.53,-0.17,-0.69,-1.22,-27.35,-0.29,-0.18,-1.07,-0.74,85.19
26/10/2018,0.23,-0.49,-0.27,-0.84,-0.98,-13.75,-0.27,-0.65,-0.04,0.99,-7.76,-0.53,-0.17,-0.69,-1.22,-27.35,-0.29,-0.18,-1.07,-0.74,85.19,-0.32,1.29,1.09,1.66,17.39
25/10/2018,-0.49,-0.27,-0.65,-0.04,0.99,-7.76,-0.53,-0.17,-0.69,-1.22,-27.35,-0.29,-0.18,-1.07,-0.74,85.19,-0.32,1.29,1.09,1.66,17.39,1.5,-0.72,0.3,-0.18,-52.58
24/10/2018,-0.27,-0.53,-0.17,-0.69,-1.22,-27.35,-0.29,-0.18,-1.07,-0.74,85.19,-0.32,1.29,1.09,1.66,17.39,1.5,-0.72,0.3,-0.18,-52.58,-0.78,-3.08,-3.02,0.03,62.37
23/10/2018,-0.53,-0.29,-0.18,-1.07,-0.74,85.19,-0.32,1.29,1.09,1.66,17.39,1.5,-0.72,0.3,-0.18,-52.58,-0.78,-3.08,-3.02,0.03,62.37,-3.22,-0.88,-0.63,-2.93,-3.74
22/10/2018,-0.29,-0.32,1.29,1.09,1.66,17.39,1.5,-0.72,0.3,-0.18,-52.58,-0.78,-3.08,-3.02,0.03,62.37,-3.22,-0.88,-0.63,-2.93,-3.74,-0.74,0.37,-0.96,-0.6,-16.8
21/10/2018,-0.32,1.5,-0.72,0.3,-0.18,-52.58,-0.78,-3.08,-3.02,0.03,62.37,-3.22,-0.88,-0.63,-2.93,-3.74,-0.74,0.37,-0.96,-0.6,-16.8,0.37,8.72,-7.26,8.17,-51.05
20/10/2018,1.5,-0.78,-3.08,-3.02,0.03,62.37,-3.22,-0.88,-0.63,-2.93,-3.74,-0.74,0.37,-0.96,-0.6,-16.8,0.37,8.72,-7.26,8.17,-51.05,8.72,-2.05,13.64,-0.06,220.79
19/10/2018,-0.78,-3.22,-0.88,-0.63,-2.93,-3.74,-0.74,0.37,-0.96,-0.6,-16.8,0.37,8.72,-7.26,8.17,-51.05,8.72,-2.05,13.64,-0.06,220.79,-2.06,2.31,0.68,-0.46,1220.29
